DiversifyingPressureID,DiversifyingPressureSet,DiversifyingPressureType,Preferences,value,variable
HA_Caton_divpressure_51,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.40334899999999996,phiA
HA_Caton_divpressure_51,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.178949,phiC
HA_Caton_divpressure_51,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.218784,phiG
HA_Caton_divpressure_51,HA_Caton_divpressure,Random,HA_prefs_Doud2016,-7239.51,LogLikelihood
HA_Li_divpressure_32,HA_Li_divpressure,Random,HA_prefs_Doud2016,2.07927,beta
HA_Li_divpressure_32,HA_Li_divpressure,Random,HA_prefs_Doud2016,4.13316,kappa
HA_Li_divpressure_32,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.718646,omega
HA_Li_divpressure_32,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.058908100000000005,omega2
HA_Li_divpressure_32,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.403331,phiA
HA_Li_divpressure_32,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.17895,phiC
HA_Li_divpressure_32,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.21879,phiG
HA_Li_divpressure_32,HA_Li_divpressure,Random,HA_prefs_Doud2016,-7240.77,LogLikelihood
HA_Linderman_divpressure_78,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,2.08335,beta
HA_Linderman_divpressure_78,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,4.12929,kappa
HA_Linderman_divpressure_78,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.7165,omega
HA_Linderman_divpressure_78,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.710313,omega2
HA_Linderman_divpressure_78,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.40342100000000003,phiA
HA_Linderman_divpressure_78,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.178948,phiC
HA_Linderman_divpressure_78,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.218757,phiG
HA_Linderman_divpressure_78,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,-7239.47,LogLikelihood
HA_Caton_divpressure_48,HA_Caton_divpressure,Random,HA_prefs_Doud2016,2.07875,beta
HA_Caton_divpressure_48,HA_Caton_divpressure,Random,HA_prefs_Doud2016,4.12007,kappa
HA_Caton_divpressure_48,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.729001,omega
HA_Caton_divpressure_48,HA_Caton_divpressure,Random,HA_prefs_Doud2016,-0.202421,omega2
HA_Caton_divpressure_48,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.403319,phiA
HA_Caton_divpressure_48,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.17895,phiC
HA_Caton_divpressure_48,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.218795,phiG
HA_Caton_divpressure_48,HA_Caton_divpressure,Random,HA_prefs_Doud2016,-7240.56,LogLikelihood
HA_Li_divpressure_39,HA_Li_divpressure,Random,HA_prefs_Doud2016,2.08637,beta
HA_Li_divpressure_39,HA_Li_divpressure,Random,HA_prefs_Doud2016,4.1588199999999995,kappa
HA_Li_divpressure_39,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.761282,omega
HA_Li_divpressure_39,HA_Li_divpressure,Random,HA_prefs_Doud2016,-0.325423,omega2
HA_Li_divpressure_39,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.403488,phiA
HA_Li_divpressure_39,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.178946,phiC
HA_Li_divpressure_39,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.21873299999999998,phiG
HA_Li_divpressure_39,HA_Li_divpressure,Random,HA_prefs_Doud2016,-7237.59,LogLikelihood
HA_Linderman_divpressure_36,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,2.08014,beta
HA_Linderman_divpressure_36,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,4.12845,kappa
HA_Linderman_divpressure_36,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.71154,omega
HA_Linderman_divpressure_36,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.752944,omega2
HA_Linderman_divpressure_36,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.40335,phiA
HA_Linderman_divpressure_36,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.178949,phiC
HA_Linderman_divpressure_36,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.218783,phiG
HA_Linderman_divpressure_36,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,-7238.59,LogLikelihood
HA_Caton_divpressure_61,HA_Caton_divpressure,Random,HA_prefs_Doud2016,2.0739,beta
HA_Caton_divpressure_61,HA_Caton_divpressure,Random,HA_prefs_Doud2016,4.17441,kappa
HA_Caton_divpressure_61,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.694743,omega
HA_Caton_divpressure_61,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.683074,omega2
HA_Caton_divpressure_61,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.403211,phiA
HA_Caton_divpressure_61,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.178953,phiC
HA_Caton_divpressure_61,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.218834,phiG
HA_Caton_divpressure_61,HA_Caton_divpressure,Random,HA_prefs_Doud2016,-7236.26,LogLikelihood
HA_Li_divpressure_42,HA_Li_divpressure,Random,HA_prefs_Doud2016,2.08213,beta
HA_Li_divpressure_42,HA_Li_divpressure,Random,HA_prefs_Doud2016,4.1318,kappa
HA_Li_divpressure_42,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.739727,omega
HA_Li_divpressure_42,HA_Li_divpressure,Random,HA_prefs_Doud2016,-0.168963,omega2
HA_Li_divpressure_42,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.40339400000000003,phiA
HA_Li_divpressure_42,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.178949,phiC
HA_Li_divpressure_42,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.21876700000000002,phiG
HA_Li_divpressure_42,HA_Li_divpressure,Random,HA_prefs_Doud2016,-7240.17,LogLikelihood
HA_Linderman_divpressure_79,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,2.0806400000000003,beta
HA_Linderman_divpressure_79,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,4.124619999999999,kappa
HA_Linderman_divpressure_79,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.7334729999999999,omega
HA_Linderman_divpressure_79,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,-0.568103,omega2
HA_Linderman_divpressure_79,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.403361,phiA
HA_Linderman_divpressure_79,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.178949,phiC
HA_Linderman_divpressure_79,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.218779,phiG
HA_Linderman_divpressure_79,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,-7239.01,LogLikelihood
HA_Caton_divpressure_58,HA_Caton_divpressure,Random,HA_prefs_Doud2016,2.08292,beta
HA_Caton_divpressure_58,HA_Caton_divpressure,Random,HA_prefs_Doud2016,4.13036,kappa
HA_Caton_divpressure_58,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.718954,omega
HA_Caton_divpressure_58,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.260191,omega2
HA_Caton_divpressure_58,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.403412,phiA
HA_Caton_divpressure_58,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.178948,phiC
HA_Caton_divpressure_58,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.218761,phiG
HA_Caton_divpressure_58,HA_Caton_divpressure,Random,HA_prefs_Doud2016,-7240.46,LogLikelihood
HA_Li_divpressure_41,HA_Li_divpressure,Random,HA_prefs_Doud2016,2.07842,beta
HA_Li_divpressure_41,HA_Li_divpressure,Random,HA_prefs_Doud2016,4.13404,kappa
HA_Li_divpressure_41,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.739872,omega
HA_Li_divpressure_41,HA_Li_divpressure,Random,HA_prefs_Doud2016,-0.19604000000000002,omega2
HA_Li_divpressure_41,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.403312,phiA
HA_Li_divpressure_41,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.17895,phiC
HA_Li_divpressure_41,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.218797,phiG
HA_Li_divpressure_41,HA_Li_divpressure,Random,HA_prefs_Doud2016,-7240.01,LogLikelihood
HA_Linderman_divpressure_37,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,2.07943,beta
HA_Linderman_divpressure_37,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,4.128369999999999,kappa
HA_Linderman_divpressure_37,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.72254,omega
HA_Linderman_divpressure_37,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.0851708,omega2
HA_Linderman_divpressure_37,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.403334,phiA
HA_Linderman_divpressure_37,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.17895,phiC
HA_Linderman_divpressure_37,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.21878899999999998,phiG
HA_Linderman_divpressure_37,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,-7240.80,LogLikelihood
HA_Caton_divpressure_39,HA_Caton_divpressure,Random,HA_prefs_Doud2016,2.07673,beta
HA_Caton_divpressure_39,HA_Caton_divpressure,Random,HA_prefs_Doud2016,4.12291,kappa
HA_Caton_divpressure_39,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.708795,omega
HA_Caton_divpressure_39,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.30257399999999995,omega2
HA_Caton_divpressure_39,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.40327399999999997,phiA
HA_Caton_divpressure_39,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.178951,phiC
HA_Caton_divpressure_39,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.218811,phiG
HA_Caton_divpressure_39,HA_Caton_divpressure,Random,HA_prefs_Doud2016,-7239.72,LogLikelihood
HA_Li_divpressure_44,HA_Li_divpressure,Random,HA_prefs_Doud2016,2.07883,beta
HA_Li_divpressure_44,HA_Li_divpressure,Random,HA_prefs_Doud2016,4.11449,kappa
HA_Li_divpressure_44,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.752047,omega
HA_Li_divpressure_44,HA_Li_divpressure,Random,HA_prefs_Doud2016,-0.31997600000000004,omega2
HA_Li_divpressure_44,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.403321,phiA
HA_Li_divpressure_44,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.17895,phiC
HA_Li_divpressure_44,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.21879400000000002,phiG
HA_Li_divpressure_44,HA_Li_divpressure,Random,HA_prefs_Doud2016,-7238.24,LogLikelihood
HA_Linderman_divpressure_76,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,2.08031,beta
HA_Linderman_divpressure_76,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,4.12795,kappa
HA_Linderman_divpressure_76,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.723846,omega
HA_Linderman_divpressure_76,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.0814531,omega2
HA_Linderman_divpressure_76,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.403354,phiA
HA_Linderman_divpressure_76,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.178949,phiC
HA_Linderman_divpressure_76,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.218782,phiG
HA_Linderman_divpressure_76,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,-7240.83,LogLikelihood
HA_Caton_divpressure_36,HA_Caton_divpressure,Random,HA_prefs_Doud2016,2.07972,beta
HA_Caton_divpressure_36,HA_Caton_divpressure,Random,HA_prefs_Doud2016,4.12345,kappa
HA_Caton_divpressure_36,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.69186,omega
HA_Caton_divpressure_36,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.805914,omega2
HA_Caton_divpressure_36,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.403341,phiA
HA_Caton_divpressure_36,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.17895,phiC
HA_Caton_divpressure_36,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.21878699999999998,phiG
HA_Caton_divpressure_36,HA_Caton_divpressure,Random,HA_prefs_Doud2016,-7235.21,LogLikelihood
HA_Li_divpressure_19,HA_Li_divpressure,Random,HA_prefs_Doud2016,2.07923,beta
HA_Li_divpressure_19,HA_Li_divpressure,Random,HA_prefs_Doud2016,4.13236,kappa
HA_Li_divpressure_19,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.719324,omega
HA_Li_divpressure_19,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.0558981,omega2
HA_Li_divpressure_19,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.40333,phiA
HA_Li_divpressure_19,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.17895,phiC
HA_Li_divpressure_19,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.21879099999999999,phiG
HA_Li_divpressure_19,HA_Li_divpressure,Random,HA_prefs_Doud2016,-7240.78,LogLikelihood
HA_Linderman_divpressure_42,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,2.08498,beta
HA_Linderman_divpressure_42,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,4.14149,kappa
HA_Linderman_divpressure_42,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.7125739999999999,omega
HA_Linderman_divpressure_42,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,1.17211,omega2
HA_Linderman_divpressure_42,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.403457,phiA
HA_Linderman_divpressure_42,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.178947,phiC
HA_Linderman_divpressure_42,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,0.218744,phiG
HA_Linderman_divpressure_42,HA_Linderman_divpressure,Random,HA_prefs_Doud2016,-7237.73,LogLikelihood
HA_Caton_divpressure_33,HA_Caton_divpressure,Random,HA_prefs_Doud2016,2.07983,beta
HA_Caton_divpressure_33,HA_Caton_divpressure,Random,HA_prefs_Doud2016,4.1288,kappa
HA_Caton_divpressure_33,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.729921,omega
HA_Caton_divpressure_33,HA_Caton_divpressure,Random,HA_prefs_Doud2016,-0.12483499999999999,omega2
HA_Caton_divpressure_33,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.403343,phiA
HA_Caton_divpressure_33,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.17895,phiC
HA_Caton_divpressure_33,HA_Caton_divpressure,Random,HA_prefs_Doud2016,0.218786,phiG
HA_Caton_divpressure_33,HA_Caton_divpressure,Random,HA_prefs_Doud2016,-7240.66,LogLikelihood
HA_Li_divpressure_22,HA_Li_divpressure,Random,HA_prefs_Doud2016,2.09226,beta
HA_Li_divpressure_22,HA_Li_divpressure,Random,HA_prefs_Doud2016,4.16498,kappa
HA_Li_divpressure_22,HA_Li_divpressure,Random,HA_prefs_Doud2016,0.679707,omega
